date,region,revenue $
2023-11-25,Selatan,7788
2023-11-25,Pantai Timur,11698
2023-11-25,Malaysia Timur,8599
2023-11-25,Tengah,7650
2023-11-26,Utara,2711
2023-11-26,Selatan,11280
2023-11-26,Pantai Timur,1668
2023-11-26,Malaysia Timur,147
2023-11-26,Tengah,6420
2023-11-27,Utara,12519
2023-11-27,Selatan,12089
2023-11-27,Pantai Timur,10142
2023-11-27,Malaysia Timur,365
2023-11-27,Tengah,15587
2023-11-28,Utara,9866
2023-11-28,Selatan,4531
2023-11-28,Pantai Timur,12686
2023-11-28,Malaysia Timur,5330
2023-11-28,Tengah,5510
2023-11-29,Utara,10738
2023-11-29,Selatan,14875
2023-11-29,Pantai Timur,8754
2023-11-29,Malaysia Timur,11754
2023-11-29,Tengah,10681
2023-11-30,Utara,13572
2023-11-30,Selatan,8964
2023-11-30,Pantai Timur,6493
2023-11-30,Malaysia Timur,10229
2023-11-30,Tengah,11615
2023-12-01,Utara,10759
2023-12-01,Selatan,5439
2023-12-01,Pantai Timur,14473
2023-12-01,Malaysia Timur,9765
2023-12-01,Tengah,11886
2023-12-02,Utara,13279
2023-12-02,Selatan,6511
2023-12-02,Pantai Timur,11483
2023-12-02,Malaysia Timur,7504
2023-12-02,Tengah,1246
2023-12-03,Utara,11911
2023-12-03,Selatan,3839
2023-12-03,Pantai Timur,8551
2023-12-03,Malaysia Timur,13208
2023-12-03,Tengah,2376
2023-12-04,Utara,3009
2023-12-04,Selatan,14798
2023-12-04,Pantai Timur,11185
2023-12-04,Malaysia Timur,9154
2023-12-04,Tengah,11824
2023-12-05,Utara,1827
2023-12-05,Selatan,15741
2023-12-05,Pantai Timur,6979
2023-12-05,Malaysia Timur,9805
2023-12-05,Tengah,9832
2023-12-06,Utara,10408
2023-12-06,Selatan,12504
2023-12-06,Pantai Timur,8569
2023-12-06,Malaysia Timur,12406
2023-12-06,Tengah,4285
2023-12-07,Utara,6910
2023-12-07,Selatan,8561
2023-12-07,Pantai Timur,14089
2023-12-07,Malaysia Timur,2196
2023-12-07,Tengah,3747
2023-12-08,Utara,8843
2023-12-08,Selatan,5978
2023-12-08,Pantai Timur,5607
2023-12-08,Malaysia Timur,769
2023-12-08,Tengah,10613
2023-12-09,Utara,780
2023-12-09,Selatan,9908
2023-12-09,Pantai Timur,6303
2023-12-09,Malaysia Timur,14686
2023-12-09,Tengah,3983
2023-12-10,Utara,9503
2023-12-10,Selatan,11551
2023-12-10,Pantai Timur,15227
2023-12-10,Malaysia Timur,13537
2023-12-10,Tengah,8714
2023-12-11,Utara,521
2023-12-11,Selatan,13070
2023-12-11,Pantai Timur,10512
2023-12-11,Malaysia Timur,9127
2023-12-11,Tengah,7569
2023-12-12,Utara,10422
2023-12-12,Selatan,12232
2023-12-12,Pantai Timur,5784
2023-12-12,Malaysia Timur,4583
2023-12-12,Tengah,5946
2023-12-13,Utara,4941
2023-12-13,Selatan,6267
2023-12-13,Pantai Timur,7128
2023-12-13,Malaysia Timur,11889
2023-12-13,Tengah,11029
2023-12-14,Utara,12275
2023-12-14,Selatan,2461
2023-12-14,Pantai Timur,14291
2023-12-14,Malaysia Timur,14036
2023-12-14,Tengah,11435
2023-12-15,Utara,11551
2023-12-15,Selatan,685
2023-12-15,Pantai Timur,2160
2023-12-15,Malaysia Timur,7031
2023-12-15,Tengah,12180
2023-12-16,Utara,12258
2023-12-16,Selatan,14457
2023-12-16,Pantai Timur,9759
2023-12-16,Malaysia Timur,5341
2023-12-16,Tengah,38
2023-12-17,Utara,10736
2023-12-17,Selatan,4875
2023-12-17,Pantai Timur,1256
2023-12-17,Malaysia Timur,11182
2023-12-17,Tengah,7697
2023-12-18,Utara,2196
2023-12-18,Selatan,11660
2023-12-18,Pantai Timur,7165
2023-12-18,Malaysia Timur,10900
2023-12-18,Tengah,14215
2023-12-19,Utara,301
2023-12-19,Selatan,7527
2023-12-19,Pantai Timur,6381
2023-12-19,Malaysia Timur,646
2023-12-19,Tengah,12950
2023-12-20,Utara,14571
2023-12-20,Selatan,9951
2023-12-20,Pantai Timur,14538
2023-12-20,Malaysia Timur,12543
2023-12-20,Tengah,8789
2023-12-21,Utara,8853
2023-12-21,Selatan,4330
2023-12-21,Pantai Timur,9560
2023-12-21,Malaysia Timur,10773
2023-12-21,Tengah,7003
2023-12-22,Utara,12060
2023-12-22,Selatan,3537
2023-12-22,Pantai Timur,13057
2023-12-22,Malaysia Timur,14876
2023-12-22,Tengah,12500
2023-12-23,Utara,4558
2023-12-23,Selatan,6579
2023-12-23,Pantai Timur,8474
2023-12-23,Malaysia Timur,11870
2023-12-23,Tengah,9678
2023-12-24,Utara,4082
2023-12-24,Selatan,13718
2023-12-24,Pantai Timur,4183
2023-12-24,Malaysia Timur,13355
2023-12-24,Tengah,8652
2023-12-25,Utara,10517
2023-12-25,Selatan,3754
2023-12-25,Pantai Timur,10660
2023-12-25,Malaysia Timur,1724
2023-12-25,Tengah,1376
2023-12-26,Utara,10935
2023-12-26,Selatan,8706
2023-12-26,Pantai Timur,8894
2023-12-26,Malaysia Timur,1653
2023-12-26,Tengah,2066
2023-12-27,Utara,22
2023-12-27,Selatan,2460
2023-12-27,Pantai Timur,13341
2023-12-27,Malaysia Timur,5926
2023-12-27,Tengah,6251
2023-12-28,Utara,15726
2023-12-28,Selatan,9496
2023-12-28,Pantai Timur,7295
2023-12-28,Malaysia Timur,3300
2023-12-28,Tengah,13422
2023-12-29,Utara,6279
2023-12-29,Selatan,8553
2023-12-29,Pantai Timur,7353
2023-12-29,Malaysia Timur,3727
2023-12-29,Tengah,6272
2023-12-30,Utara,5995
2023-12-30,Selatan,9476
2023-12-30,Pantai Timur,514
2023-12-30,Malaysia Timur,448
2023-12-30,Tengah,6019
2023-12-31,Utara,15463
2023-12-31,Selatan,13794
2023-12-31,Pantai Timur,5343
2023-12-31,Malaysia Timur,10047
2023-12-31,Tengah,13161
2024-01-01,Utara,8033
2024-01-01,Selatan,11754
2024-01-01,Pantai Timur,2520
2024-01-01,Malaysia Timur,3081
2024-01-01,Tengah,1428
2024-01-02,Utara,3967
2024-01-02,Selatan,6445
2024-01-02,Pantai Timur,14566
2024-01-02,Malaysia Timur,14042
2024-01-02,Tengah,9114
2024-01-03,Utara,11329
2024-01-03,Selatan,15272
2024-01-03,Pantai Timur,2159
2024-01-03,Malaysia Timur,5132
2024-01-03,Tengah,13704
2024-01-04,Utara,2547
2024-01-04,Selatan,2979
2024-01-04,Pantai Timur,14933
2024-01-04,Malaysia Timur,10473
2024-01-04,Tengah,2649
2024-01-05,Utara,8505
2024-01-05,Selatan,10805
2024-01-05,Pantai Timur,3083
2024-01-05,Malaysia Timur,10448
2024-01-05,Tengah,14285
2024-01-06,Utara,1037
2024-01-06,Selatan,13944
2024-01-06,Pantai Timur,3489
2024-01-06,Malaysia Timur,7604
2024-01-06,Tengah,7544
2024-01-07,Utara,15379
2024-01-07,Selatan,2634
2024-01-07,Pantai Timur,3983
2024-01-07,Malaysia Timur,1778
2024-01-07,Tengah,7902
2024-01-08,Utara,5110
2024-01-08,Selatan,5189
2024-01-08,Pantai Timur,12087
2024-01-08,Malaysia Timur,7378
2024-01-08,Tengah,1124
2024-01-09,Utara,697
2024-01-09,Selatan,2179
2024-01-09,Pantai Timur,9596
2024-01-09,Malaysia Timur,5251
2024-01-09,Tengah,9235
2024-01-10,Utara,1929
2024-01-10,Selatan,14871
2024-01-10,Pantai Timur,1013
2024-01-10,Malaysia Timur,226
2024-01-10,Tengah,7321
2024-01-11,Utara,1828
2024-01-11,Selatan,7909
2024-01-11,Pantai Timur,5588
2024-01-11,Malaysia Timur,13109
2024-01-11,Tengah,2023
2024-01-12,Utara,4966
2024-01-12,Selatan,10644
2024-01-12,Pantai Timur,14537
2024-01-12,Malaysia Timur,10277
2024-01-12,Tengah,15277
2024-01-13,Utara,5891
2024-01-13,Selatan,12475
2024-01-13,Pantai Timur,1080
2024-01-13,Malaysia Timur,5036
2024-01-13,Tengah,15379
2024-01-14,Utara,10512
2024-01-14,Selatan,11382
2024-01-14,Pantai Timur,10822
2024-01-14,Malaysia Timur,2563
2024-01-14,Tengah,3292
2024-01-15,Utara,12813
2024-01-15,Selatan,3586
2024-01-15,Pantai Timur,4431
2024-01-15,Malaysia Timur,6841
2024-01-15,Tengah,13366
2024-01-16,Utara,6643
2024-01-16,Selatan,11139
2024-01-16,Pantai Timur,3959
2024-01-16,Malaysia Timur,11005
2024-01-16,Tengah,10775
2024-01-17,Utara,161
2024-01-17,Selatan,593
2024-01-17,Pantai Timur,14226
2024-01-17,Malaysia Timur,14494
2024-01-17,Tengah,11451
2024-01-18,Utara,12347
2024-01-18,Selatan,11154
2024-01-18,Pantai Timur,12080
2024-01-18,Malaysia Timur,3390
2024-01-18,Tengah,5997
2024-01-19,Utara,6354
2024-01-19,Selatan,12693
2024-01-19,Pantai Timur,663
2024-01-19,Malaysia Timur,9324
2024-01-19,Tengah,13387
2024-01-20,Utara,541
2024-01-20,Selatan,5433
2024-01-20,Pantai Timur,5093
2024-01-20,Malaysia Timur,13428
2024-01-20,Tengah,11166
2024-01-21,Utara,867
2024-01-21,Selatan,10258
2024-01-21,Pantai Timur,8623
2024-01-21,Malaysia Timur,13027
2024-01-21,Tengah,5469
2024-01-22,Utara,12470
2024-01-22,Selatan,6256
2024-01-22,Pantai Timur,9398
2024-01-22,Malaysia Timur,10720
2024-01-22,Tengah,1169
2024-01-23,Utara,830
2024-01-23,Selatan,1651
2024-01-23,Pantai Timur,1136
2024-01-23,Malaysia Timur,2810
2024-01-23,Tengah,8667
2024-01-24,Utara,11002
2024-01-24,Selatan,9518
2024-01-24,Pantai Timur,13258
2024-01-24,Malaysia Timur,1019
2024-01-24,Tengah,5237
2024-01-25,Utara,10028
2024-01-25,Selatan,12448
2024-01-25,Pantai Timur,10640
2024-01-25,Malaysia Timur,12485
2024-01-25,Tengah,1283
2024-01-26,Utara,659
2024-01-26,Selatan,14063
2024-01-26,Pantai Timur,13358
2024-01-26,Malaysia Timur,2010
2024-01-26,Tengah,8590
2024-01-27,Utara,1733
2024-01-27,Selatan,13870
2024-01-27,Pantai Timur,2125
2024-01-27,Malaysia Timur,2171
2024-01-27,Tengah,8266
2024-01-28,Utara,14472
2024-01-28,Selatan,12889
2024-01-28,Pantai Timur,3471
2024-01-28,Malaysia Timur,9028
2024-01-28,Tengah,5624
2024-01-29,Utara,8691
2024-01-29,Selatan,13884
2024-01-29,Pantai Timur,8329
2024-01-29,Malaysia Timur,2097
2024-01-29,Tengah,14082
2024-01-30,Utara,5068
2024-01-30,Selatan,13930
2024-01-30,Pantai Timur,11888
2024-01-30,Malaysia Timur,10077
2024-01-30,Tengah,6397
2024-01-31,Utara,14316
2024-01-31,Selatan,2757
2024-01-31,Pantai Timur,3920
2024-01-31,Malaysia Timur,8186
2024-01-31,Tengah,1900
2024-02-01,Utara,2610
2024-02-01,Selatan,6900
2024-02-01,Pantai Timur,12178
2024-02-01,Malaysia Timur,1449
2024-02-01,Tengah,8738
2024-02-02,Utara,15661
2024-02-02,Selatan,5017
2024-02-02,Pantai Timur,12868
2024-02-02,Malaysia Timur,13660
2024-02-02,Tengah,7999
2024-02-03,Utara,6052
2024-02-03,Selatan,10195
2024-02-03,Pantai Timur,2096
2024-02-03,Malaysia Timur,15252
2024-02-03,Tengah,15433
2024-02-04,Utara,8895
2024-02-04,Selatan,6404
2024-02-04,Pantai Timur,10595
2024-02-04,Malaysia Timur,9817
2024-02-04,Tengah,3331
2024-02-05,Utara,12925
2024-02-05,Selatan,15078
2024-02-05,Pantai Timur,7462
2024-02-05,Malaysia Timur,5105
2024-02-05,Tengah,2978
2024-02-06,Utara,12928
2024-02-06,Selatan,2839
2024-02-06,Pantai Timur,3384
2024-02-06,Malaysia Timur,10851
2024-02-06,Tengah,10053
2024-02-07,Utara,11048
2024-02-07,Selatan,13493
2024-02-07,Pantai Timur,685
2024-02-07,Malaysia Timur,14139
2024-02-07,Tengah,7531
2024-02-08,Utara,4283
2024-02-08,Selatan,7736
2024-02-08,Pantai Timur,7710
2024-02-08,Malaysia Timur,1619
2024-02-08,Tengah,13975
2024-02-09,Utara,13272
2024-02-09,Selatan,12835
2024-02-09,Pantai Timur,6868
2024-02-09,Malaysia Timur,15261
2024-02-09,Tengah,1431
2024-02-10,Utara,9067
2024-02-10,Selatan,4713
2024-02-10,Pantai Timur,10653
2024-02-10,Malaysia Timur,9557
2024-02-10,Tengah,9435
2024-02-11,Utara,4998
2024-02-11,Selatan,162
2024-02-11,Pantai Timur,1974
2024-02-11,Malaysia Timur,3291
2024-02-11,Tengah,8461
2024-02-12,Utara,631
2024-02-12,Selatan,905
2024-02-12,Pantai Timur,11663
2024-02-12,Malaysia Timur,11445
2024-02-12,Tengah,2014
2024-02-13,Utara,9833
2024-02-13,Selatan,7896
2024-02-13,Pantai Timur,204
2024-02-13,Malaysia Timur,581
2024-02-13,Tengah,5675
2024-02-14,Utara,9032
2024-02-14,Selatan,14124
2024-02-14,Pantai Timur,5347
2024-02-14,Malaysia Timur,9911
2024-02-14,Tengah,13930
2024-02-15,Utara,2643
2024-02-15,Selatan,8017
2024-02-15,Pantai Timur,2297
2024-02-15,Malaysia Timur,874
2024-02-15,Tengah,5560
2024-02-16,Utara,14531
2024-02-16,Selatan,689
2024-02-16,Pantai Timur,4000
2024-02-16,Malaysia Timur,14298
2024-02-16,Tengah,11333
2024-02-17,Utara,14974
2024-02-17,Selatan,9614
2024-02-17,Pantai Timur,14289
2024-02-17,Malaysia Timur,671
2024-02-17,Tengah,7927
2024-02-18,Utara,15562
2024-02-18,Selatan,1171
2024-02-18,Pantai Timur,5591
2024-02-18,Malaysia Timur,11918
2024-02-18,Tengah,9135
2024-02-19,Utara,6342
2024-02-19,Selatan,1449
2024-02-19,Pantai Timur,11929
2024-02-19,Malaysia Timur,2539
2024-02-19,Tengah,3959
2024-02-20,Utara,13183
2024-02-20,Selatan,6285
2024-02-20,Pantai Timur,5432
2024-02-20,Malaysia Timur,4260
2024-02-20,Tengah,2361
2024-02-21,Utara,6164
2024-02-21,Selatan,13393
2024-02-21,Pantai Timur,11844
2024-02-21,Malaysia Timur,15490
2024-02-21,Tengah,3670
2024-02-22,Utara,1753
2024-02-22,Selatan,8100
2024-02-22,Pantai Timur,15319
2024-02-22,Malaysia Timur,10544
2024-02-22,Tengah,1938
2024-02-23,Utara,8562
2024-02-23,Selatan,5976
2024-02-23,Pantai Timur,13140
2024-02-23,Malaysia Timur,12671
2024-02-23,Tengah,10123
2024-02-24,Utara,6588
2024-02-24,Selatan,8616
2024-02-24,Pantai Timur,6304
2024-02-24,Malaysia Timur,7345
2024-02-24,Tengah,12916
2024-02-25,Utara,7875
2024-02-25,Selatan,9086
2024-02-25,Pantai Timur,6633
2024-02-25,Malaysia Timur,15352
2024-02-25,Tengah,14662
2024-02-26,Utara,597
2024-02-26,Selatan,3062
2024-02-26,Pantai Timur,2336
2024-02-26,Malaysia Timur,12880
2024-02-26,Tengah,9879
2024-02-27,Utara,572
2024-02-27,Selatan,7521
2024-02-27,Pantai Timur,6171
2024-02-27,Malaysia Timur,7097
2024-02-27,Tengah,2090
2024-02-28,Utara,13992
2024-02-28,Selatan,6566
2024-02-28,Pantai Timur,11861
2024-02-28,Malaysia Timur,12464
2024-02-28,Tengah,4624
2024-02-29,Utara,1633
2024-02-29,Selatan,13253
2024-02-29,Pantai Timur,1517
2024-02-29,Malaysia Timur,12485
2024-02-29,Tengah,10849
2024-03-01,Utara,3648
2024-03-01,Selatan,15177
2024-03-01,Pantai Timur,13140
2024-03-01,Malaysia Timur,11780
2024-03-01,Tengah,1537
2024-03-02,Utara,14357
2024-03-02,Selatan,15471
2024-03-02,Pantai Timur,13368
2024-03-02,Malaysia Timur,3137
2024-03-02,Tengah,6985
2024-03-03,Utara,97
2024-03-03,Selatan,11407
2024-03-03,Pantai Timur,14191
2024-03-03,Malaysia Timur,12722
2024-03-03,Tengah,12924
2024-03-04,Utara,3750
2024-03-04,Selatan,11349
2024-03-04,Pantai Timur,12875
2024-03-04,Malaysia Timur,8535
2024-03-04,Tengah,8174
2024-03-05,Utara,8103
2024-03-05,Selatan,5413
2024-03-05,Pantai Timur,14267
2024-03-05,Malaysia Timur,4666
2024-03-05,Tengah,610
2024-03-06,Utara,1727
2024-03-06,Selatan,10482
2024-03-06,Pantai Timur,1854
2024-03-06,Malaysia Timur,10800
2024-03-06,Tengah,5055
2024-03-07,Utara,10271
2024-03-07,Selatan,14726
2024-03-07,Pantai Timur,2324
2024-03-07,Malaysia Timur,12819
2024-03-07,Tengah,9369
2024-03-08,Utara,14718
2024-03-08,Selatan,9283
2024-03-08,Pantai Timur,14189
2024-03-08,Malaysia Timur,13171
2024-03-08,Tengah,14549
2024-03-09,Utara,5774
2024-03-09,Selatan,6519
2024-03-09,Pantai Timur,10983
2024-03-09,Malaysia Timur,14548
2024-03-09,Tengah,14414
2024-03-10,Utara,1749
2024-03-10,Selatan,10867
2024-03-10,Pantai Timur,14939
2024-03-10,Malaysia Timur,781
2024-03-10,Tengah,7548
2024-03-11,Utara,11240
2024-03-11,Selatan,6823
2024-03-11,Pantai Timur,2105
2024-03-11,Malaysia Timur,3867
2024-03-11,Tengah,7193
2024-03-12,Utara,4976
2024-03-12,Selatan,12734
2024-03-12,Pantai Timur,2113
2024-03-12,Malaysia Timur,5879
2024-03-12,Tengah,13565
2024-03-13,Utara,3970
2024-03-13,Selatan,10183
2024-03-13,Pantai Timur,9259
2024-03-13,Malaysia Timur,7264
2024-03-13,Tengah,1577
2024-03-14,Utara,9203
2024-03-14,Selatan,2274
2024-03-14,Pantai Timur,4869
2024-03-14,Malaysia Timur,15014
2024-03-14,Tengah,10006
2024-03-15,Utara,6744
2024-03-15,Selatan,2426
2024-03-15,Pantai Timur,13489
2024-03-15,Malaysia Timur,5546
2024-03-15,Tengah,6852
2024-03-16,Utara,12594
2024-03-16,Selatan,13066
2024-03-16,Pantai Timur,2551
2024-03-16,Malaysia Timur,6411
2024-03-16,Tengah,11849
2024-03-17,Utara,7
2024-03-17,Selatan,8087
2024-03-17,Pantai Timur,2555
2024-03-17,Malaysia Timur,475
2024-03-17,Tengah,5416
2024-03-18,Utara,10403
2024-03-18,Selatan,8676
2024-03-18,Pantai Timur,7239
2024-03-18,Malaysia Timur,6710
2024-03-18,Tengah,5000
2024-03-19,Utara,4654
2024-03-19,Selatan,8078
2024-03-19,Pantai Timur,6063
2024-03-19,Malaysia Timur,2285
2024-03-19,Tengah,5223
2024-03-20,Utara,13521
2024-03-20,Selatan,14889
2024-03-20,Pantai Timur,6971
2024-03-20,Malaysia Timur,12755
2024-03-20,Tengah,3525
2024-03-21,Utara,11531
2024-03-21,Selatan,14721
2024-03-21,Pantai Timur,2822
2024-03-21,Malaysia Timur,4943
2024-03-21,Tengah,6530
2024-03-22,Utara,11116
2024-03-22,Selatan,258
2024-03-22,Pantai Timur,282
2024-03-22,Malaysia Timur,13937
2024-03-22,Tengah,1898
2024-03-23,Utara,4135
2024-03-23,Selatan,6629
2024-03-23,Pantai Timur,11168
2024-03-23,Malaysia Timur,10459
2024-03-23,Tengah,3200
2024-03-24,Utara,5110
2024-03-24,Selatan,7167
2024-03-24,Pantai Timur,612
2024-03-24,Malaysia Timur,15263
2024-03-24,Tengah,14203
2024-03-25,Utara,687
2024-03-25,Selatan,3690
2024-03-25,Pantai Timur,8804
2024-03-25,Malaysia Timur,2307
2024-03-25,Tengah,7133
2024-03-26,Utara,11205
2024-03-26,Selatan,6509
2024-03-26,Pantai Timur,9973
2024-03-26,Malaysia Timur,5906
2024-03-26,Tengah,2591
2024-03-27,Utara,10888
2024-03-27,Selatan,13835
2024-03-27,Pantai Timur,14218
2024-03-27,Malaysia Timur,15149
2024-03-27,Tengah,12150
2024-03-28,Utara,7183
2024-03-28,Selatan,5248
2024-03-28,Pantai Timur,8766
2024-03-28,Malaysia Timur,15468
2024-03-28,Tengah,10102
2024-03-29,Utara,5108
2024-03-29,Selatan,3604
2024-03-29,Pantai Timur,669
2024-03-29,Malaysia Timur,4364
2024-03-29,Tengah,7329
2024-03-30,Utara,1283
2024-03-30,Selatan,923
2024-03-30,Pantai Timur,1125
2024-03-30,Malaysia Timur,1529
2024-03-30,Tengah,14046
2024-03-31,Utara,9786
2024-03-31,Selatan,8438
2024-03-31,Pantai Timur,3711
2024-03-31,Malaysia Timur,8004
2024-03-31,Tengah,9752
2024-04-01,Utara,6274
2024-04-01,Selatan,10592
2024-04-01,Pantai Timur,10435
2024-04-01,Malaysia Timur,3864
2024-04-01,Tengah,10131
2024-04-02,Utara,13217
2024-04-02,Selatan,7833
2024-04-02,Pantai Timur,15741
2024-04-02,Malaysia Timur,11261
2024-04-02,Tengah,6788
2024-04-03,Utara,226
2024-04-03,Selatan,15036
2024-04-03,Pantai Timur,11739
2024-04-03,Malaysia Timur,264
2024-04-03,Tengah,9587
2024-04-04,Utara,11749
2024-04-04,Selatan,13745
2024-04-04,Pantai Timur,645
2024-04-04,Malaysia Timur,14546
2024-04-04,Tengah,7544
2024-04-05,Utara,13706
2024-04-05,Selatan,5569
2024-04-05,Pantai Timur,2990
2024-04-05,Malaysia Timur,13675
2024-04-05,Tengah,10091
2024-04-06,Utara,2504
2024-04-06,Selatan,10964
2024-04-06,Pantai Timur,13537
2024-04-06,Malaysia Timur,13269
2024-04-06,Tengah,9346
2024-04-07,Utara,587
2024-04-07,Selatan,12763
2024-04-07,Pantai Timur,10013
2024-04-07,Malaysia Timur,9177
2024-04-07,Tengah,4079
2024-04-08,Utara,3348
2024-04-08,Selatan,6299
2024-04-08,Pantai Timur,3831
2024-04-08,Malaysia Timur,9433
2024-04-08,Tengah,8381
2024-04-09,Utara,13728
2024-04-09,Selatan,9172
2024-04-09,Pantai Timur,9890
2024-04-09,Malaysia Timur,1715
2024-04-09,Tengah,10785
2024-04-10,Utara,12328
2024-04-10,Selatan,6450
2024-04-10,Pantai Timur,13230
2024-04-10,Malaysia Timur,12625
2024-04-10,Tengah,5433
2024-04-11,Utara,1098
2024-04-11,Selatan,7096
2024-04-11,Pantai Timur,2326
2024-04-11,Malaysia Timur,11439
2024-04-11,Tengah,9087
2024-04-12,Utara,6416
2024-04-12,Selatan,6980
2024-04-12,Pantai Timur,6763
2024-04-12,Malaysia Timur,1674
2024-04-12,Tengah,11101
2024-04-13,Utara,7950
2024-04-13,Selatan,9122
2024-04-13,Pantai Timur,12576
2024-04-13,Malaysia Timur,8915
2024-04-13,Tengah,11132
2024-04-14,Utara,14607
2024-04-14,Selatan,6049
2024-04-14,Pantai Timur,1089
2024-04-14,Malaysia Timur,4578
2024-04-14,Tengah,9127
2024-04-15,Utara,10487
2024-04-15,Selatan,155
2024-04-15,Pantai Timur,9262
2024-04-15,Malaysia Timur,1958
2024-04-15,Tengah,10693
2024-04-16,Utara,6344
2024-04-16,Selatan,5779
2024-04-16,Pantai Timur,12411
2024-04-16,Malaysia Timur,6144
2024-04-16,Tengah,5063
2024-04-17,Utara,3830
2024-04-17,Selatan,9046
2024-04-17,Pantai Timur,8831
2024-04-17,Malaysia Timur,10430
2024-04-17,Tengah,9794
2024-04-18,Utara,6659
2024-04-18,Selatan,441
2024-04-18,Pantai Timur,6040
2024-04-18,Malaysia Timur,14126
2024-04-18,Tengah,5925
2024-04-19,Utara,14478
2024-04-19,Selatan,7358
2024-04-19,Pantai Timur,4628
2024-04-19,Malaysia Timur,6370
2024-04-19,Tengah,9528
2024-04-20,Utara,11892
2024-04-20,Selatan,948
2024-04-20,Pantai Timur,11565
2024-04-20,Malaysia Timur,8179
2024-04-20,Tengah,6115
2024-04-21,Utara,459
2024-04-21,Selatan,7568
2024-04-21,Pantai Timur,4646
2024-04-21,Malaysia Timur,392
2024-04-21,Tengah,12130
2024-04-22,Utara,1787
2024-04-22,Selatan,13132
2024-04-22,Pantai Timur,7374
2024-04-22,Malaysia Timur,10449
2024-04-22,Tengah,1138
2024-04-23,Utara,12000
2024-04-23,Selatan,4741
2024-04-23,Pantai Timur,7418
2024-04-23,Malaysia Timur,6362
2024-04-23,Tengah,2454
2024-04-24,Utara,9658
2024-04-24,Selatan,3674
2024-04-24,Pantai Timur,1377
2024-04-24,Malaysia Timur,15223
2024-04-24,Tengah,6701
2024-04-25,Utara,2597
2024-04-25,Selatan,141
2024-04-25,Pantai Timur,2659
2024-04-25,Malaysia Timur,4596
2024-04-25,Tengah,9031
2024-04-26,Utara,15037
2024-04-26,Selatan,11810
2024-04-26,Pantai Timur,13970
2024-04-26,Malaysia Timur,5661
2024-04-26,Tengah,6142
2024-04-27,Utara,12109
2024-04-27,Selatan,5626
2024-04-27,Pantai Timur,8787
2024-04-27,Malaysia Timur,10096
2024-04-27,Tengah,8472
2024-04-28,Utara,423
2024-04-28,Selatan,6999
2024-04-28,Pantai Timur,12557
2024-04-28,Malaysia Timur,4249
2024-04-28,Tengah,14949
2024-04-29,Utara,1750
2024-04-29,Selatan,4757
2024-04-29,Pantai Timur,1967
2024-04-29,Malaysia Timur,4088
2024-04-29,Tengah,4178
2024-04-30,Utara,7789
2024-04-30,Selatan,15282
2024-04-30,Pantai Timur,2946
2024-04-30,Malaysia Timur,9641
2024-04-30,Tengah,5394
2024-05-01,Utara,7880
2024-05-01,Selatan,10523
2024-05-01,Pantai Timur,5075
2024-05-01,Malaysia Timur,10412
2024-05-01,Tengah,15686
2024-05-02,Utara,11981
2024-05-02,Selatan,7230
2024-05-02,Pantai Timur,15432
2024-05-02,Malaysia Timur,11002
2024-05-02,Tengah,13947
2024-05-03,Utara,13686
2024-05-03,Selatan,12920
2024-05-03,Pantai Timur,1531
2024-05-03,Malaysia Timur,13074
2024-05-03,Tengah,2990
2024-05-04,Utara,7155
2024-05-04,Selatan,4493
2024-05-04,Pantai Timur,9335
2024-05-04,Malaysia Timur,933
2024-05-04,Tengah,1460
2024-05-05,Utara,14140
2024-05-05,Selatan,2723
2024-05-05,Pantai Timur,15271
2024-05-05,Malaysia Timur,10704
2024-05-05,Tengah,285
2024-05-06,Utara,264
2024-05-06,Selatan,10559
2024-05-06,Pantai Timur,6816
2024-05-06,Malaysia Timur,11639
2024-05-06,Tengah,15155
2024-05-07,Utara,14424
2024-05-07,Selatan,13965
2024-05-07,Pantai Timur,13514
2024-05-07,Malaysia Timur,13108
2024-05-07,Tengah,1762
2024-05-08,Utara,11240
2024-05-08,Selatan,10573
2024-05-08,Pantai Timur,10461
2024-05-08,Malaysia Timur,40
2024-05-08,Tengah,5827
2024-05-09,Utara,8259
2024-05-09,Selatan,987
2024-05-09,Pantai Timur,14087
2024-05-09,Malaysia Timur,14849
2024-05-09,Tengah,7804
2024-05-10,Utara,7789
2024-05-10,Selatan,5717
2024-05-10,Pantai Timur,12200
2024-05-10,Malaysia Timur,13943
2024-05-10,Tengah,3198
2024-05-11,Utara,5374
2024-05-11,Selatan,4790
2024-05-11,Pantai Timur,7183
2024-05-11,Malaysia Timur,2524
2024-05-11,Tengah,9277
2024-05-12,Utara,15216
2024-05-12,Selatan,2479
2024-05-12,Pantai Timur,9885
2024-05-12,Malaysia Timur,10507
2024-05-12,Tengah,5154
2024-05-13,Utara,778
2024-05-13,Selatan,12781
2024-05-13,Pantai Timur,9777
2024-05-13,Malaysia Timur,1492
2024-05-13,Tengah,14078
2024-05-14,Utara,660
2024-05-14,Selatan,1348
2024-05-14,Pantai Timur,13615
2024-05-14,Malaysia Timur,9491
2024-05-14,Tengah,12132
2024-05-15,Utara,10178
2024-05-15,Selatan,7851
2024-05-15,Pantai Timur,7156
2024-05-15,Malaysia Timur,2044
2024-05-15,Tengah,7368
2024-05-16,Utara,3516
2024-05-16,Selatan,14216
2024-05-16,Pantai Timur,13635
